Returns,F02,Volume Diff Daily,Volume Diff 50,Volume ROC,MA5,Vol per 200MA,Close vs 50MA,Date
-0.021012706507229084,,,,,,,0.0,2015-08-07
-0.7303544327358111,0.007806299871578215,509859.0,,3.10267207857408,,,-0.5676843251113729,2015-08-08
-0.006003092888621997,-0.06264095841768169,-142018.0,,-0.2106504417165539,,,-0.49200093844904425,2015-08-09
-0.007760623763111263,0.017227598921209175,-126887.0,,-0.23843320743371477,,,-0.4111716757665549,2015-08-10
0.5080915198273659,-0.0005095645693119488,1057817.0,,2.610070000468808,0.18292970516757343,,-0.09031889865868437,2015-08-11
0.14988429752066112,-0.008531080853295347,687520.0,,0.46990636320142154,-0.11676530372126485,,0.030080565686464666,2015-08-12
0.4953446131692629,0.003942699434879682,1918060.0,,0.8918637416186961,0.09954031107909309,,0.42167587396888906,2015-08-13
0.009359883374196576,-0.00916467414795874,568350.0,,0.13968903919698783,0.28507186883233737,,0.34084472027007373,2015-08-14
-0.06322626449755675,-0.013666179761142705,-2082670.0,,-0.4491387806419195,0.4226158562659373,,0.20166803653300458,2015-08-15
-0.07024668269658918,-0.0026940612232814187,996430.0,,0.3900898855290562,0.4858659055060758,,0.0993074517076653,2015-08-16
-0.23879483174065108,0.009680529747195132,-1607960.0,,-0.4528457047586594,0.48416291180364557,,-0.14041456947919828,2015-08-17
-0.10552949888916319,0.009712448384443517,-457150.0,,-0.23530108141216677,0.3884491544278745,,-0.2053780047610465,2015-08-18
0.07877936122989393,0.07348328043788221,560.0,,0.0003769317753485879,0.3081388974786601,,-0.07263138847113404,2015-08-19
0.17083073578541863,-0.006100757828511605,1357520.0,,0.9133921843040156,0.27466825892365515,,0.07141087310831273,2015-08-20
-0.055654068980453775,0.008601152281353164,-822790.0,,-0.28933172982248856,0.24837923592646785,,0.01867144341143878,2015-08-21
-0.012218092230124156,0.0007166968873855151,-1072660.0,,-0.53076492971197,0.27540957244966136,,0.006366496903942309,2015-08-22
-0.01629818181818188,-0.003066928648593703,640990.0,,0.6759287574738218,0.31494065840755014,,-0.012045235015219147,2015-08-23
-0.08495901426140207,-0.005175256360020364,-664380.0,,-0.41803309633171837,0.31090531336120497,,-0.09368955873617768,2015-08-24
-0.07196750799684193,-0.0021603709990498654,382260.0,,0.41328979803658705,0.2621442402639412,,-0.15067583058675305,2015-08-25
0.024002683639509526,-0.0064901463791122715,-250430.0,,-0.19158034853654426,0.22526290389911222,,-0.12748872901174313,2015-08-26
-0.018900505210247887,0.008474284039379887,-370088.0,,-0.35021339011119,0.18759595599652928,,-0.12850364754483834,2015-08-27
0.03809490615687583,-3.4852313322342177e-05,35210.0,,0.05127704751391504,0.1605053035130586,,-0.08951949826204841,2015-08-28
-0.009199601183045192,0.0018046299249607767,-346495.0,,-0.4799950683777734,0.15217157984307142,,-0.09055994789787492,2015-08-29
0.11519962129857397,0.0003720772906008474,962273.0,,2.563484177240481,0.1824682127061172,,0.013645178881515507,2015-08-30
0.02789507938670166,0.0015993693482001525,109530.0,,0.08188240571150907,0.21497266031844908,,0.04077318970195365,2015-08-31
-0.0013816236664007109,-0.003504535280951737,-668318.0,,-0.461807100706201,0.2473365269116824,,0.03345566573481573,2015-09-01
-0.04201040271684031,-2.9594335644200775e-05,104907.0,,0.13469266699363946,0.2633576170832219,,-0.009401952224189936,2015-09-02
-0.023363367536809232,0.00030893040570290076,-180778.0,,-0.2045534523161595,0.27593939630701275,,-0.030427015673792246,2015-09-03
0.007494485860877642,0.0,-228600.0,,-0.32518197245768443,0.2691076306269565,,-0.02186658604074443,2015-09-04
0.04548791153870191,0.004825762509710341,-25938.0,,-0.054676416711109566,0.2661340728791847,,0.025974840854146697,2015-09-05
-0.03152442806854949,-0.0005975455815240283,43515.0,,0.09703357988462558,0.25754806981420225,,-0.006580512587353926,2015-09-06
-0.03800447565398568,5.4019431561247444e-05,-2954.0,,-0.006004455574346257,0.25007833129437496,,-0.04197901597910192,2015-09-07
-0.0033850719929411355,0.0,-61122.0,,-0.12499028657666245,0.2465678477364413,,-0.042906125882634094,2015-09-08
-0.02649776092306444,-0.002479012902135258,-61144.0,,-0.14289587092069966,0.23589865797499965,,-0.06710346146905277,2015-09-09
-0.034646947276024576,0.0009117205825066588,296034.0,,0.807186405924504,0.20818259220350574,,-0.09395441344714317,2015-09-10
-0.15622033185403916,-0.0006862417114867903,1279818.0,,1.9309788135465356,0.15603541687973038,,-0.22664182804651878,2015-09-11
0.05217842281620855,0.004323596255460416,-1170170.0,,-0.6023731082054977,0.11981261910225902,,-0.17511662061798694,2015-09-12
-0.10153487300581687,0.0029266226389663696,-128292.0,,-0.1660888365288764,0.06391351336089594,,-0.2470003399216376,2015-09-13
-0.06904778612027229,0.004874984375049962,96947.0,,0.1505065684682474,-0.00017741573724132384,,-0.28508514516066763,2015-09-14
0.0790926302775743,-0.0004945056200049702,-37695.0,,-0.05086461067219006,-0.045467560136716635,,-0.2201506026093225,2015-09-15
-0.03694570037272671,-0.002576211603011469,-87797.0,,-0.12481980124824066,-0.061460596145624116,,-0.24164068010181738,2015-09-16
-0.03598551052251442,-0.0003417201752693444,282347.0,,0.45865856174452935,-0.09707471568248861,,-0.2595745599198005,2015-09-17
-0.02388477132866962,0.000392344815043133,-413318.0,,-0.460295788137292,-0.11538324246485149,,-0.26728175745385907,2015-09-18
0.03859214244770803,-0.004781623198252372,-97634.0,,-0.201464233980298,-0.11386502110933953,,-0.23383856199440956,2015-09-19
0.06497342800822992,-0.0013599413411968797,121326.0,,0.31351359732084716,-0.1152027923490556,,-0.1780175531738123,2015-09-20
-0.02384396747304296,0.0032511228681488813,-84275.0,,-0.16579319082299526,-0.112542018810245,,-0.1876230689656616,2015-09-21
-0.019080054430529736,0.00031554425399349384,63875.0,,0.1506347293527246,-0.10639126892372197,,-0.19531753762403525,2015-09-22
-0.011237770596307928,0.0019560965007607845,-287373.0,,-0.5889828945264944,-0.09759408593349919,,-0.19530509408665508,2015-09-23
-0.09275911132520664,0.0037944674649599275,641964.0,,3.201160859874041,-0.11287669147160884,,-0.258130729786337,2015-09-24
-0.10220101435189644,0.007891987561607916,60952.0,,0.07234615818303758,-0.15921099498623503,,-0.3185355810960011,2015-09-25
0.06552607675935085,0.0019111057383429664,-533837.0,,-0.590882576591913,-0.19091864609163964,,-0.2634473335043227,2015-09-26
-0.08901813145080673,0.006759851596256361,44181.0,,0.11953086954169145,-0.2357117006662064,,-0.31451061295598837,2015-09-27
-0.19459179373095759,0.003989795224731196,907089.0,,2.1920899176174053,-0.31758555808982253,,-0.4344659753471949,2015-09-28
0.14105976037858947,-0.005956567836592486,-406898.0,,-0.3080483613321321,-0.36037951166985427,,-0.348176599362478,2015-09-29
0.11713995329647053,6.957616018254953e-05,-294066.0,,-0.3217380458472284,-0.35968547103130205,,-0.2629374400155031,2015-09-30
-0.060045730191867985,-0.0058715700662294035,-23842.0,,-0.03845942902862598,-0.38750830093736033,,-0.3017241716510435,2015-10-01
-0.00754389146624701,-0.009392725455111828,-376766.0,,-0.632068634621966,-0.40004034875794015,,-0.3039693576562803,2015-10-02
0.012357410247457512,0.00030799883284649,-55992.0,,-0.25530052252893054,-0.3693984020717709,,-0.28598642931714446,2015-10-03
-0.02617350217019787,-0.0012049402550455834,-59829.0,,-0.3663164468608795,-0.367307556064271,,-0.2962014939940758,2015-10-04
-0.05720143254787169,-0.002386370607095567,130766.0,,1.263476236026165,-0.3995878132912899,,-0.32824996988939936,2015-10-05
