Open,High,Low,Close,Volume,Year,Month,Week,Weekday,Price,LogPrice,LogVol
0.849603,0.911883,0.833784,0.882391,386988.0,2015,9,38,5,0.865997,-0.1438738346289355,12.866148963779231
0.881191,0.947741,0.873205,0.938445,508314.0,2015,9,38,6,0.909818,-0.09451069947390837,13.13885464584539
0.941496,0.957326,0.878301,0.919047,424039.0,2015,9,39,0,0.9302714999999999,-0.0722787999558362,12.957580711116165
0.919337,0.919337,0.865225,0.901796,487914.0,2015,9,39,1,0.9105665000000001,-0.09368834568856016,13.097894439796843
0.90356,0.90891,0.885136,0.893406,200541.0,2015,9,39,2,0.898483,-0.10704749336044385,12.208773993601836
0.896796,0.908571,0.79346,0.81361,842505.0,2015,9,39,3,0.855203,-0.15641641132609796,13.644134875909144
0.820031,0.825665,0.712745,0.736223,903457.0,2015,9,39,4,0.778127,-0.25086552905124326,13.713983795186778
0.73763,0.787544,0.709328,0.785964,369620.0,2015,9,39,5,0.7617970000000001,-0.2720751629868681,12.820230729839746
0.791277,0.791277,0.719169,0.720839,413801.0,2015,9,39,6,0.756058,-0.27963718616868066,12.933140460917048
0.723715,0.725677,0.557062,0.582886,1320890.0,2015,9,40,0,0.6533005000000001,-0.4257180717905545,14.093816309787492
0.579414,0.67583,0.558346,0.661146,913992.0,2015,9,40,1,0.6202799999999999,-0.4775842899861889,13.725577097662752
0.661192,0.746722,0.635861,0.738644,619926.0,2015,9,40,2,0.699918,-0.35679209365763553,13.337355395059209
0.734307,0.734307,0.655906,0.690215,596084.0,2015,10,40,3,0.712261,-0.3393108617079329,13.29813687571375
0.683732,0.69112,0.654605,0.678574,219318.0,2015,10,40,4,0.681153,-0.3839683284635363,12.29827801038102
0.678783,0.709204,0.675482,0.687171,163326.0,2015,10,40,5,0.682977,-0.38129409494175814,12.003503482451572
0.686343,0.693126,0.660716,0.668379,103497.0,2015,10,40,6,0.677361,-0.38955091332937514,11.547297905760226
0.666784,0.674438,0.62445,0.628643,234263.0,2015,10,41,0,0.6477135,-0.4343068100276151,12.364199694825482
0.622218,0.653944,0.60623,0.650645,262674.0,2015,10,41,1,0.6364315,-0.4518784865718596,12.47866899856391
0.650515,0.656301,0.602423,0.609388,218327.0,2015,10,41,2,0.6299515,-0.4621124466869728,12.293749217894963
0.609501,0.633138,0.591971,0.621716,310266.0,2015,10,41,3,0.6156085,-0.48514406944542143,12.645185273050556
0.655084,0.692296,0.632116,0.650628,386420.0,2015,10,41,4,0.652856,-0.42639869469777814,12.864680139815375
0.641187,0.649022,0.624374,0.627857,141555.0,2015,10,41,5,0.634522,-0.454883319457945,11.860443613123543
0.627461,0.639506,0.618335,0.634963,102128.0,2015,10,41,6,0.6312120000000001,-0.4601134982243428,11.53398220749584
0.634515,0.657789,0.62603,0.62603,109567.0,2015,10,42,0,0.6302725,-0.4616030134323415,11.604291513267373
0.627943,0.63024,0.599214,0.607655,303044.0,2015,10,42,1,0.617799,-0.48159211714577704,12.62163328847035
0.61224,0.61224,0.483974,0.522968,971664.0,2015,10,42,2,0.567604,-0.5663312865047314,13.786765344669469
0.523278,0.572714,0.51473,0.561878,371022.0,2015,10,42,3,0.542578,-0.6114234251008605,12.824016639022819
0.562593,0.568861,0.522533,0.536495,249891.0,2015,10,42,4,0.549544,-0.5986664355506673,12.428780101768748
0.534117,0.56346,0.526961,0.547178,313860.0,2015,10,42,5,0.5406475,-0.6149877836649091,12.656702305592711
0.547913,0.552234,0.512861,0.517734,133690.0,2015,10,42,6,0.5328235,-0.6295650541220188,11.803278965977169
0.517621,0.521546,0.480994,0.489014,243742.0,2015,10,43,0,0.5033175,-0.6865340952896996,12.40386556780867
0.489629,0.501898,0.431648,0.434829,383921.0,2015,10,43,1,0.462229,-0.7716948397090165,12.85819208123805
0.431589,0.482988,0.420897,0.447329,609085.0,2015,10,43,2,0.439459,-0.8222108540355616,13.319713110023226
0.444988,0.619466,0.420991,0.567702,924822.0,2015,10,43,3,0.506345,-0.6805370238452702,13.737356565544633
0.56637,0.611743,0.504284,0.539657,878822.0,2015,10,43,4,0.5530135,-0.5923728654612133,13.686337653316704
0.539681,0.577396,0.518688,0.56359,258356.0,2015,10,43,5,0.5516355,-0.5948677769032906,12.46209375775376
0.563207,0.688192,0.561383,0.616039,635384.0,2015,10,43,6,0.589623,-0.5282719293698962,13.361984819512152
0.619743,0.757517,0.597098,0.731317,1089120.0,2015,10,44,0,0.67553,-0.3922577110210449,13.900880588681778
0.70889,0.898172,0.70889,0.869641,1846370.0,2015,10,44,1,0.7892655,-0.23665251283918903,14.428732107330298
0.870938,1.05579,0.807857,1.00248,2373050.0,2015,10,44,2,0.936709,-0.06538261061421413,14.679686605570977
1.00525,1.20666,0.947374,1.20666,2279240.0,2015,10,44,3,1.105955,0.10070921511145776,14.639352612029386
1.2092,1.34505,0.96816,1.04122,2429200.0,2015,10,44,4,1.12521,0.11796968490299574,14.703072543005558
1.04658,1.05638,0.900171,0.916627,673892.0,2015,10,44,5,0.9816035000000001,-0.018567819984620093,13.420825139666338
0.920847,1.07674,0.899082,1.05567,588913.0,2015,11,44,6,0.9882585,-0.011810975779846857,13.286033743744198
1.05797,1.09979,0.953647,0.989789,1145200.0,2015,11,45,0,1.0238795,0.023598843911728125,13.951089852206097
0.994568,1.07044,0.936615,1.01336,1907690.0,2015,11,45,1,1.003964,0.003956164052970046,14.461403643995522
1.01065,1.03872,0.725665,0.89905,3060340.0,2015,11,45,2,0.95485,-0.04620101890071403,14.934036578867293
0.900699,0.991259,0.860382,0.895637,1179840.0,2015,11,45,3,0.8981680000000001,-0.10739814577232304,13.980889394027917
0.904772,0.989848,0.852929,0.926032,913666.0,2015,11,45,4,0.915402,-0.08839196592775242,13.72522035695584
0.923732,0.943787,0.863539,0.927974,890187.0,2015,11,45,5,0.925853,-0.07703980423785994,13.699186831997363
0.915661,1.03268,0.915661,1.02747,1021460.0,2015,11,45,6,0.9715655000000001,-0.02884659092424622,13.836743534372284
1.03253,1.10642,0.945263,0.999278,2045290.0,2015,11,46,0,1.015904,0.015778856503023544,14.531050146696005
1.00126,1.05304,0.920968,0.934348,854581.0,2015,11,46,1,0.967804,-0.03272569154611184,13.658366569321464
0.941296,0.945278,0.729775,0.791829,1278580.0,2015,11,46,2,0.8665625,-0.14322104317203987,14.061260645083868
0.796455,0.913919,0.76351,0.895711,806156.0,2015,11,46,3,0.846083,-0.1671378154412172,13.60003255114779
0.907722,0.917309,0.846023,0.904096,543671.0,2015,11,46,4,0.9059090000000001,-0.09881641948484676,13.20609956347348
0.905469,0.906113,0.876908,0.888812,372514.0,2015,11,46,5,0.8971405,-0.10854279596719262,12.828029899988111
0.891217,0.921516,0.874957,0.906368,411848.0,2015,11,46,6,0.8987925,-0.10670308316505718,12.928409628220662
0.906166,0.944732,0.891971,0.928962,620945.0,2015,11,47,0,0.917564,-0.08603294671777002,13.338997790165646
0.924948,1.03295,0.905794,1.00798,1145440.0,2015,11,47,1,0.966464,-0.034111228828813116,13.951299400630012
0.993214,1.01157,0.940516,0.993319,681104.0,2015,11,47,2,0.9932665,-0.006756272293518352,13.431470290064903
0.988713,1.00797,0.937498,0.955532,443528.0,2015,11,47,3,0.9721225,-0.02827345365607647,13.002516212898984
0.955735,0.955735,0.898576,0.92492,614335.0,2015,11,47,4,0.9403275,-0.06152706014143751,13.328295660948157
0.928758,0.978743,0.92094,0.97614,455976.0,2015,11,47,5,0.952449,-0.048718716721861684,13.030195455532485
0.979765,0.984132,0.958982,0.968018,372173.0,2015,11,47,6,0.9738915,-0.026455377848532444,12.827114078914738
0.967493,0.969057,0.93387,0.946969,441875.0,2015,11,48,0,0.9572309999999999,-0.043710537346136696,12.998782315632974
0.946442,0.948055,0.895931,0.900191,524195.0,2015,11,48,1,0.9233165,-0.07978319968198154,13.16961903148181
0.893827,0.899493,0.851106,0.863537,622991.0,2015,11,48,2,0.878682,-0.12933222149725754,13.342287351437314
0.863273,0.903643,0.80436,0.884183,947473.0,2015,11,48,3,0.8737280000000001,-0.13498616457800452,13.761553719490482
0.8821,0.900051,0.860695,0.867951,403813.0,2015,11,48,4,0.8750255,-0.13350225019202455,12.908707178498176
0.868102,0.929293,0.862122,0.915703,462464.0,2015,11,48,5,0.8919025,-0.11439845730908256,13.044323995067257
0.914144,0.914153,0.860533,0.878614,448358.0,2015,11,48,6,0.896379,-0.10939196437128183,13.013347299423861
0.879951,0.895054,0.847696,0.873119,784439.0,2015,11,49,0,0.8765350000000001,-0.13177864387216948,13.572724091599206
0.878316,0.886736,0.853937,0.8748,652857.0,2015,12,49,1,0.876558,-0.13175240453403828,13.38911339499667
0.873171,0.878017,0.818924,0.82121,506307.0,2015,12,49,2,0.8471905,-0.16582969816668744,13.134898483657409
0.818546,0.837664,0.785086,0.812143,539969.0,2015,12,49,3,0.8153444999999999,-0.2041445556669898,13.199267009485181
0.812082,0.859575,0.802373,0.840041,241278.0,2015,12,49,4,0.8260615,-0.1910860530269991,12.393705074642705
0.841195,0.872821,0.824444,0.862438,232743.0,2015,12,49,5,0.8518165,-0.16038415093632824,12.357690119499075
0.866417,0.882436,0.833115,0.8355,443608.0,2015,12,49,6,0.8509585,-0.1613919177553325,13.002696568560838
0.836322,0.850791,0.78765,0.811264,520409.0,2015,12,50,0,0.823793,-0.19383599422431838,13.162370319859873
0.806024,0.823645,0.782328,0.822118,445903.0,2015,12,50,1,0.814071,-0.20570769319612908,13.007856718558847
0.824454,0.824454,0.770488,0.792167,624221.0,2015,12,50,2,0.8083104999999999,-0.2128090121003096,13.344259751316022
0.79559,0.86159,0.787291,0.840396,369589.0,2015,12,50,3,0.817993,-0.20090149987321798,12.82014685640201
0.839995,0.929762,0.819789,0.929762,801072.0,2015,12,50,4,0.8848785,-0.12230493153467946,13.593706109651293
0.931196,1.04537,0.928546,0.976973,1376280.0,2015,12,50,5,0.9540845,-0.047003037032853065,14.13489476514657
0.971538,0.989394,0.937438,0.952884,273614.0,2015,12,50,6,0.9622109999999999,-0.038521517647438816,12.519473633012057
0.95662,1.0131,0.950178,0.993022,563436.0,2015,12,51,0,0.9748209999999999,-0.025501414582539586,13.241809030146612
0.990589,1.02884,0.98224,1.01415,578618.0,2015,12,51,1,1.0023695000000001,0.0023666971615524494,13.268397780615114
1.01711,1.01803,0.974927,0.991182,320767.0,2015,12,51,2,1.004146,0.004137429024010712,12.678470281852814
0.993043,0.997611,0.911807,0.940701,640765.0,2015,12,51,3,0.966872,-0.03368916043919353,13.370418054018634
0.938327,0.939493,0.908081,0.920127,300787.0,2015,12,51,4,0.929227,-0.07340222125448533,12.614157652038788
0.921524,0.925874,0.888916,0.908072,343535.0,2015,12,51,5,0.914798,-0.08905200310612386,12.747044277739173
0.90824,0.943185,0.899441,0.903885,472164.0,2015,12,51,6,0.9060625,-0.09864699077102083,13.065081661845388
0.906065,0.91739,0.891182,0.900771,549113.0,2015,12,52,0,0.903418,-0.10156993123132567,13.21605952809143
0.894973,0.909526,0.862059,0.864202,454249.0,2015,12,52,1,0.8795875,-0.12830223140751054,13.026400784825064
0.861782,0.88294,0.856065,0.858077,334993.0,2015,12,52,2,0.8599295,-0.1509048698390466,12.7218649150665
0.859433,0.882818,0.8476,0.863262,354646.0,2015,12,52,3,0.8613474999999999,-0.1492572555145898,12.778875387841124
0.861993,0.882556,0.861993,0.870363,187114.0,2015,12,52,4,0.866178,-0.14366484881554048,12.139473335758932
0.870766,0.897453,0.838314,0.854603,425282.0,2015,12,52,5,0.8626845000000001,-0.1477062399092767,12.960507757280007
0.853166,0.861538,0.841151,0.856365,164565.0,2015,12,52,6,0.8547655000000001,-0.15692811666984707,12.0110609079197
0.856356,0.872394,0.832932,0.845005,235134.0,2015,12,53,0,0.8506805,-0.16171866156230133,12.367910843382727
0.843835,0.873054,0.833232,0.873054,215742.0,2015,12,53,1,0.8584445,-0.1526332483755903,12.281838528304545
0.874258,0.941099,0.866647,0.911958,604078.0,2015,12,53,2,0.893108,-0.11304776476887267,13.311458607652067
0.912098,0.975414,0.910277,0.933542,663994.0,2015,12,53,3,0.92282,-0.08032107974878096,13.406028392273166
0.933712,0.954822,0.931442,0.948024,206062.0,2016,1,53,4,0.940868,-0.06095242553820458,12.235932373362857
0.947401,0.969637,0.93656,0.937124,255504.0,2016,1,53,5,0.9422625,-0.05947138080455263,12.450993344080649
0.93843,0.991362,0.934313,0.971905,407632.0,2016,1,53,6,0.9551675,-0.04586856121074589,12.9181200855906
0.972045,0.976438,0.929835,0.95448,346245.0,2016,1,1,0,0.9632625,-0.0374293186589533,12.754901895946208
0.953147,0.970597,0.946543,0.950176,219833.0,2016,1,1,1,0.9516614999999999,-0.049545874646677535,12.30062344617002
0.950028,0.960659,0.935708,0.95086,308791.0,2016,1,1,2,0.9504440000000001,-0.050826035149100654,12.640419951630312
0.955801,0.974623,0.93583,0.942005,647462.0,2016,1,1,3,0.948903,-0.05244869845193656,13.380815383574978
0.942752,0.991825,0.939715,0.986789,545600.0,2016,1,1,4,0.9647705,-0.035865029761920686,13.20964138551139
0.985501,0.992345,0.9736,0.986833,226281.0,2016,1,1,5,0.986167,-0.013929567524428844,12.329532868750844
0.985557,1.00103,0.975099,0.999231,390888.0,2016,1,1,6,0.992394,-0.0076350731319819645,12.876176352921506
0.999216,1.06991,0.999216,1.0616,1011920.0,2016,1,2,0,1.030408,0.029954840312967888,13.827360074321424
1.0661,1.28283,1.05009,1.141,2898760.0,2016,1,2,1,1.10355,0.09853225606424611,14.879793617308756
1.13547,1.15218,1.07703,1.1252,1005910.0,2016,1,2,2,1.130335,0.12251404896560539,13.821403162419074
1.1221,1.18959,1.10319,1.18959,751961.0,2016,1,2,3,1.155845,0.14483167821526796,13.530439739884985
1.18444,1.31938,1.14293,1.20801,3910550.0,2016,1,2,4,1.196225,0.1791707649250591,15.179188587030797
1.22046,1.30816,1.16801,1.22029,2462630.0,2016,1,2,5,1.2203750000000002,0.19915818856369868,14.716740442513112
1.22147,1.32883,1.20777,1.32747,1171150.0,2016,1,2,6,1.27447,0.24253040591438993,13.973496730021056
1.33231,1.5429,1.32222,1.42634,4278930.0,2016,1,3,0,1.3793250000000001,0.32159424907101747,15.26921353630277
1.42261,1.46469,1.30501,1.37139,2446740.0,2016,1,3,1,1.397,0.3343270802748248,14.710267084225459
1.36318,1.61924,1.35371,1.53182,2933220.0,2016,1,3,2,1.4475,0.3698379304650133,14.891611353670285
1.5327,1.58549,1.48669,1.55357,1614960.0,2016,1,3,3,1.543135,0.43381606145272905,14.29482074653031
1.54703,1.58146,1.46588,1.50127,1567240.0,2016,1,3,4,1.5241500000000001,0.42143687761786314,14.264826668512892
1.50412,2.03012,1.49605,1.97267,7370980.0,2016,1,3,5,1.738395,0.5529622737479392,15.813061226831698
1.90054,2.29842,1.90054,2.1412,9669770.0,2016,1,3,6,2.02087,0.7035281117607824,16.084515082244852
2.14764,2.66258,2.05614,2.49927,10739300.0,2016,1,4,0,2.323455,0.8430553020215831,16.189420468012134
2.53274,2.83699,1.99477,2.27637,13939200.0,2016,1,4,1,2.404555,0.8773648552523118,16.45021557284067
2.24744,2.59494,2.18865,2.38855,6961080.0,2016,1,4,2,2.317995,0.8407025878833094,15.755845192686401
2.40645,2.68467,2.34203,2.52649,4903850.0,2016,1,4,3,2.46647,0.9027879786337009,15.40553116885469
2.54298,2.60677,2.3039,2.49496,6662340.0,2016,1,4,4,2.51897,0.9238500878116626,15.71198133215849
2.50772,2.61181,2.39892,2.44506,3725080.0,2016,1,4,5,2.47639,0.9068018545349353,15.130598886075248
2.44315,2.53097,2.18635,2.30604,5847500.0,2016,1,4,6,2.3745950000000002,0.8648268966295498,15.581524777440471
2.31969,2.31969,2.11631,2.21169,3994100.0,2016,2,5,0,2.26569,0.8178793483045348,15.200328830200798
2.21519,2.44898,2.1572,2.43964,3451270.0,2016,2,5,1,2.3274150000000002,0.8447582096311121,15.054252837211521
2.43193,2.54017,2.34162,2.52869,3987750.0,2016,2,5,2,2.4803100000000002,0.9083835523650419,15.198737720034694
2.52903,2.62954,2.43646,2.57804,3552320.0,2016,2,5,3,2.553535,0.9374786736887358,15.08311146912642
2.57035,2.60618,2.47092,2.53899,2636700.0,2016,2,5,4,2.5546699999999998,0.9379230568012685,14.785038693220846
2.53382,2.56115,2.47201,2.53446,1921240.0,2016,2,5,5,2.53414,0.929854328991583,14.468481368876699
2.53641,3.05819,2.53638,2.96434,7007060.0,2016,2,5,6,2.750375,1.011737266018168,15.762428770181716
2.973,3.27428,2.87537,3.17979,9725690.0,2016,2,6,0,3.0763949999999998,1.1237584569231438,16.090281396108683
3.17499,4.04464,3.16875,4.04464,17954000.0,2016,2,6,1,3.609815,1.2836565244942448,16.70332348929877
4.00055,4.86144,3.7831,4.43626,28640400.0,2016,2,6,2,4.218405,1.4394570945169403,17.170328866439636
4.49682,6.29223,4.3383,6.0131,26408200.0,2016,2,6,3,5.25496,1.659172392501657,17.089185125949076
5.94615,6.58275,5.07076,5.54698,23360800.0,2016,2,6,4,5.746565,1.7486022849956293,16.966569961913244
5.68505,5.71954,4.19,5.38532,24218800.0,2016,2,6,5,5.535185,1.7111249892696119,17.002639749031893
5.40433,5.46506,4.44571,5.23973,11226500.0,2016,2,6,6,5.32203,1.671854809518189,16.233787612954394
5.33053,5.88699,5.01856,5.28835,13934200.0,2016,2,7,0,5.30944,1.6694863682988068,16.449856807849415
5.32832,5.47486,4.03384,4.31529,15889100.0,2016,2,7,1,4.8218049999999995,1.5731483392896777,16.58114389751298
4.28917,4.76707,3.49737,3.75724,15451000.0,2016,2,7,2,4.023205,1.392078848666653,16.553184284132556
3.7747,4.77057,3.42088,4.39913,17054000.0,2016,2,7,3,4.086915,1.4077904067147773,16.65189533828413
4.38479,4.79322,4.27469,4.73789,7666320.0,2016,2,7,4,4.5613399999999995,1.5176164400071275,15.852347266811673
4.6822,4.75406,4.12707,4.34133,8631090.0,2016,2,7,5,4.5117650000000005,1.5066884295060405,15.970881358676104
4.36055,4.71151,4.22761,4.65362,6413550.0,2016,2,7,6,4.507085,1.5056506030824803,15.67392349774685
4.66495,5.64571,4.63525,5.6165,15056200.0,2016,2,8,0,5.140725,1.637194120104033,16.52730042445977
5.68493,5.94764,5.38782,5.58621,13380600.0,2016,2,8,1,5.6355699999999995,1.7290982958809489,16.409316454708264
5.60405,6.23647,5.50925,6.23647,11426500.0,2016,2,8,2,5.92026,1.7783803668504257,16.251445777155077
6.18671,6.64741,5.55124,6.1048,21471800.0,2016,2,8,3,6.145754999999999,1.815761599587989,16.88225100425413
6.03783,6.26875,5.73905,5.92167,9526860.0,2016,2,8,4,5.979749999999999,1.7883787610685773,16.069625735503795
5.96308,6.52692,5.92052,6.42586,8903210.0,2016,2,8,5,6.19447,1.8236569585560367,16.001922443832385
6.40551,6.61934,6.23837,6.46835,9851660.0,2016,2,8,6,6.43693,1.8620517183803103,16.103150526867818
6.45565,6.61451,6.05429,6.33699,7648020.0,2016,2,9,0,6.39632,1.855722824989729,15.849957348772717
6.31931,7.90864,6.30885,7.65369,23098100.0,2016,3,9,1,6.9864999999999995,1.9439797155383656,16.955260921026966
7.63303,8.75346,7.3713,8.46539,29130200.0,2016,3,9,2,8.049209999999999,2.0855739499687935,17.187285994686164
8.44229,10.0974,8.33203,9.29415,40314900.0,2016,3,9,3,8.86822,2.182474099745848,17.512231685631857
9.24056,10.406,8.47942,10.406,35520100.0,2016,3,9,4,9.82328,2.2847550788166706,17.385609291399597
10.3703,12.274,9.9729,11.0037,56439600.0,2016,3,9,5,10.687000000000001,2.36902804954276,17.848681597751554
11.204,11.836,9.99361,11.3829,39112000.0,2016,3,9,6,11.29345,2.4242229116408964,17.481939883240617
11.4288,11.6519,9.30949,9.55263,34085100.0,2016,3,10,0,10.490715000000002,2.3504905802379343,17.344370896616585
9.58214,10.1664,8.81577,9.84721,25524300.0,2016,3,10,1,9.714675,2.2736376288472826,17.05514149754493
9.79242,12.0547,9.67099,11.898,27540500.0,2016,3,10,2,10.84521,2.383723507853465,17.13116820651029
11.8815,12.2393,10.9911,11.305,26851500.0,2016,3,10,3,11.593250000000001,2.45042303219309,17.105832243280492
11.2216,11.5999,10.3937,11.0828,21002700.0,2016,3,10,4,11.1522,2.411636787860225,16.860161558851672
11.1307,13.5333,11.0877,13.5333,48957300.0,2016,3,10,5,12.332,2.512197510023904,17.706459047588865
13.5102,15.2571,13.4674,14.475,43915100.0,2016,3,10,6,13.9926,2.638528618443565,17.597768782457027
14.5122,15.013,11.5821,12.4526,58385100.0,2016,3,11,0,13.4824,2.601385131179673,17.882571278259174
13.0017,13.1978,12.0468,13.01,28404500.0,2016,3,11,1,13.005849999999999,2.5653992562419012,17.162058141283673
13.0216,13.7307,12.4954,12.5209,24335500.0,2016,3,11,2,12.771249999999998,2.547196550923496,17.007446747576523
12.5587,12.6435,10.4426,11.0815,41650600.0,2016,3,11,3,11.8201,2.4698014721790513,17.54482633223567
11.1091,11.1788,8.52452,10.9981,53956800.0,2016,3,11,4,11.0536,2.4027561667603226,17.80369428435778
11.2037,11.2037,9.77663,10.5307,26735700.0,2016,3,11,5,10.8672,2.385749078254782,17.101510308928507
10.5163,10.9038,9.5704,10.3198,17651100.0,2016,3,11,6,10.418050000000001,2.3435398786971615,16.686308662347763
10.3037,12.0149,10.1616,11.8641,28572600.0,2016,3,12,0,11.0839,2.40549360494632,17.16795877461652
11.8792,12.0252,11.177,11.2748,19730300.0,2016,3,12,1,11.577000000000002,2.4490203712235914,16.79766608315436
11.3279,12.4326,11.2371,12.4167,19353200.0,2016,3,12,2,11.8723,2.4742079556475343,16.77836833844418
12.4422,12.5016,10.8035,11.235,26081800.0,2016,3,12,3,11.8386,2.471365379221333,17.076748311045975
11.2603,11.3729,10.5272,10.7432,13782000.0,2016,3,12,4,11.001750000000001,2.398054351053845,16.43887395089929
10.7679,11.1808,10.5892,10.974,9425480.0,2016,3,12,5,10.87095,2.386094093818406,16.058927218383506
10.9861,11.0542,10.1121,10.4192,16744800.0,2016,3,12,6,10.70265,2.3704913743557077,16.633598320275272
10.4314,11.8613,10.4075,11.6656,23188300.0,2016,3,13,0,11.0485,2.4022946721430225,16.95915839908448
11.7527,11.9136,11.3498,11.6564,17684200.0,2016,3,13,1,11.704550000000001,2.459977655094914,16.688182143522766
11.6053,12.1785,11.4692,11.9529,19351200.0,2016,3,13,2,11.7791,2.4663267746256428,16.778264991021057
11.9198,12.0119,11.3157,11.4035,14966700.0,2016,3,13,3,11.66165,2.456305680344793,16.521338291213386
11.4006,11.8504,11.4006,11.6636,11373100.0,2016,4,13,4,11.5321,2.4451344512612776,16.246761475882696
11.6306,11.6888,11.3988,11.5989,8682620.0,2016,4,13,5,11.61475,2.4522758420992106,15.976833884408975
